Image Number,Gate,Start/Restar the game,The joy of the players,yellow card,Red Card,Ball,Stadium View,referee Image,Penalty Image,Free Kick,Generic Moment
69676,0,0,0,0,0,0,0,0,0,0,1
56552,0,0,0,0,0,1,0,0,0,0,1
62681,0,0,0,0,0,1,0,0,0,0,1
41878,0,0,0,0,0,1,0,0,0,0,1
454,0,0,0,0,0,0,0,1,0,0,1
38784,1,0,0,0,0,0,0,0,0,0,1
61137,0,0,0,0,0,1,0,1,0,0,1
47622,0,0,0,0,0,0,0,0,0,0,1
73744,0,0,0,0,0,0,0,0,0,0,1
93283,1,0,0,0,0,1,0,1,0,0,1
41859,1,0,0,0,0,1,0,0,0,0,1
62963,0,0,0,0,0,1,0,0,0,0,1
64416,0,0,0,0,0,0,0,0,0,0,1
41641,0,0,0,0,0,1,0,1,0,0,1
36866,0,0,0,0,0,0,0,0,0,0,1
45131,0,0,0,0,0,1,0,0,0,0,1
37991,0,0,0,0,0,1,0,0,0,0,1
62689,0,0,0,0,0,0,0,0,0,0,1
23807,1,0,0,0,0,0,0,0,0,0,1
98535,0,0,0,0,0,1,0,1,0,0,1
86134,0,0,0,0,0,0,0,0,0,0,1
6245,0,0,0,0,0,1,0,0,0,0,1
69012,0,0,0,0,0,0,0,0,0,0,1
77677,0,0,0,0,0,0,0,0,0,0,1
32877,1,0,0,0,0,1,0,1,0,0,1
29129,0,0,0,0,0,0,0,0,0,0,1
87192,0,0,0,0,0,0,0,0,0,0,1
81383,0,0,0,0,0,0,0,0,0,0,1
82680,0,0,0,0,0,1,0,1,0,0,1
44484,0,0,0,0,0,0,0,0,0,0,1
32370,0,0,0,0,0,0,0,0,0,0,1
53552,1,0,0,0,0,1,0,1,0,0,1
33927,0,0,0,0,0,1,0,0,0,0,1
31222,1,0,0,0,0,1,0,0,0,0,1
31506,0,0,0,0,0,0,0,0,0,0,1
62099,0,0,0,0,0,1,0,0,0,0,1
41355,0,0,0,0,0,0,0,0,0,0,1
19934,0,0,0,0,0,0,0,0,0,0,1
14408,0,0,0,0,0,0,0,0,0,0,1
62004,0,0,0,0,0,0,0,0,0,0,1
31439,0,0,0,0,0,0,0,0,0,0,1
52695,0,0,0,0,0,0,0,0,0,0,1
68709,0,0,0,0,0,1,0,1,0,0,1
98045,0,0,0,0,0,0,0,0,0,0,1
95159,0,0,0,0,0,0,0,0,0,0,1
16592,0,0,0,0,0,0,0,0,0,0,1
81923,0,0,0,0,0,0,0,0,0,0,1
49789,0,0,0,0,0,0,0,0,0,0,1
51084,0,0,0,0,0,1,0,1,0,0,1
59169,0,0,0,0,0,0,0,0,0,0,1
30985,0,0,0,0,0,0,0,0,0,0,1
11106,0,0,0,0,0,0,0,0,0,0,1
39829,1,0,0,0,0,0,0,0,0,0,1
90599,0,0,0,0,0,0,0,0,0,0,1
25311,1,0,0,0,0,1,0,0,0,0,1
38274,0,0,0,0,0,0,0,0,0,0,1
86305,0,0,0,0,0,0,0,0,0,0,1
59545,0,0,0,0,0,1,0,1,0,0,1
59995,1,0,0,0,0,1,0,1,0,0,1
37800,0,0,0,0,0,1,0,1,0,0,1
37565,0,0,0,0,0,0,0,0,0,0,1
26320,0,0,0,0,0,0,0,0,0,0,1
80767,0,0,0,0,0,0,0,0,0,0,1
55664,1,0,0,0,0,0,0,1,0,0,1
73661,1,0,0,0,0,0,0,0,0,0,1
81037,0,0,0,0,0,0,0,0,0,0,1
267,0,0,0,0,0,0,0,1,0,0,1
79760,0,0,0,0,0,1,0,0,0,0,1
67799,0,0,0,0,0,1,0,1,0,0,1
69369,1,0,0,0,0,1,0,0,0,0,1
7987,0,0,0,0,0,0,0,0,0,0,1
3494,1,0,0,0,0,0,0,0,0,0,1
53556,0,0,0,0,0,0,0,0,0,0,1
29449,0,0,0,0,0,1,0,1,0,0,1
35244,1,0,0,0,0,0,0,0,0,0,1
84824,1,0,0,0,0,0,0,1,0,0,1
39754,0,0,0,0,0,0,0,0,0,0,1
11027,0,0,0,0,0,1,0,0,0,0,1
25195,0,0,0,0,0,0,0,0,0,0,1
84205,0,0,0,0,0,1,0,1,0,0,1
84323,0,0,0,0,0,0,0,0,0,0,1
10606,0,0,0,0,0,1,0,0,0,0,1
16468,0,0,0,0,0,1,0,1,0,0,1
6358,1,0,0,0,0,0,0,1,0,0,1
19547,0,0,0,0,0,0,0,0,0,0,1
44584,0,0,0,0,0,0,0,1,0,0,1
31581,0,0,0,0,0,1,0,1,0,0,1
18385,0,0,0,0,0,1,0,0,0,0,1
55124,0,0,0,0,0,1,0,1,0,0,1
99865,0,0,0,0,0,0,0,0,0,0,1
89297,0,0,0,0,0,0,0,0,0,0,1
32423,0,0,0,0,0,0,0,0,0,0,1
32855,1,0,0,0,0,0,0,1,0,0,1
85894,0,0,0,0,0,0,0,0,0,0,1
48427,0,0,0,0,0,1,0,1,0,0,1
68007,0,0,0,0,0,1,0,1,0,0,1
51951,0,0,0,0,0,1,0,0,0,0,1
29584,0,0,0,0,0,1,0,1,0,0,1
25063,0,0,0,0,0,0,0,0,0,0,1
75985,0,0,0,0,0,0,0,0,0,0,1
67736,0,0,0,0,0,0,0,0,0,0,1
27988,1,0,0,0,0,0,0,0,0,0,1
31556,1,0,0,0,0,0,0,1,0,0,1
61721,0,0,0,0,0,1,0,1,0,0,1
69426,0,0,0,0,0,0,0,0,0,0,1
92830,0,0,0,0,0,0,0,0,0,0,1
21284,0,0,0,0,0,0,0,0,0,0,1
11297,1,0,0,0,0,0,0,1,0,0,1
37058,0,0,0,0,0,0,0,0,0,0,1
93372,0,0,0,0,0,0,0,0,0,0,1
59361,0,0,0,0,0,1,0,1,0,0,1
87425,1,0,0,0,0,1,0,1,0,0,1
65442,0,0,0,0,0,0,0,1,0,0,1
32820,0,0,0,0,0,1,0,1,0,0,1
91888,1,0,0,0,0,1,0,0,0,0,1
39210,0,0,0,0,0,0,0,0,0,0,1
99685,0,0,0,0,0,0,0,0,0,0,1
5263,0,0,0,0,0,0,0,0,0,0,1
79745,0,0,0,0,0,1,0,1,0,0,1
8957,0,0,0,0,0,0,0,0,0,0,1
26374,0,0,0,0,0,0,0,0,0,0,1
51328,0,0,0,0,0,1,0,0,0,0,1
18788,0,0,0,0,0,1,0,1,0,0,1
52613,0,0,0,0,0,0,0,0,0,0,1
56483,0,0,0,0,0,1,0,1,0,0,1
45340,0,0,0,0,0,0,0,1,0,0,1
36366,0,0,0,0,0,0,0,0,0,0,1
29114,0,0,0,0,0,0,0,0,0,0,1
57175,0,0,0,0,0,0,0,0,0,0,1
32870,0,0,0,0,0,1,0,0,0,0,1
93256,0,0,0,0,0,1,0,1,0,0,1
17003,1,0,0,0,0,1,0,0,0,0,1
39804,0,0,0,0,0,0,0,0,0,0,1
17412,0,0,0,0,0,1,0,1,0,0,1
40262,0,0,0,0,0,1,0,1,0,0,1
50614,0,0,0,0,0,1,0,1,0,0,1
96341,0,0,0,0,0,0,0,0,0,0,1
21984,1,0,0,0,0,0,0,0,0,0,1
37461,0,0,0,0,0,0,0,0,0,0,1
52664,0,0,0,0,0,1,0,1,0,0,1
59616,0,0,0,0,0,1,0,1,0,0,1
27008,1,0,0,0,0,0,0,1,0,0,1
62779,0,0,0,0,0,1,0,1,0,0,1
59494,0,0,0,0,0,1,0,0,0,0,1
99626,0,0,0,0,0,1,0,0,0,0,1
86760,0,0,0,0,0,1,0,0,0,0,1
70162,1,0,0,0,0,1,0,0,0,0,1
37431,0,0,0,0,0,0,0,0,0,0,1
9132,0,0,0,0,0,1,0,0,0,0,1
42826,0,0,0,0,0,1,0,1,0,0,1
94022,0,0,0,0,0,0,0,0,0,0,1
86635,0,0,0,0,0,0,0,0,0,0,1
39641,0,0,0,0,0,1,0,1,0,0,1
84015,0,0,0,0,0,1,0,1,0,0,1
78339,0,0,0,0,0,0,0,0,0,0,1
3087,0,0,0,0,0,1,0,1,0,0,1
25325,0,0,0,0,0,0,0,0,0,0,1
32822,0,0,0,0,0,0,0,0,0,0,1
98556,1,0,0,0,0,1,0,1,0,0,1
8260,1,0,0,0,0,1,0,0,0,0,1
72051,0,0,0,0,0,0,0,0,0,0,1
93509,0,0,0,0,0,0,0,0,0,0,1
43816,0,0,0,0,0,0,0,1,0,0,1
30779,0,0,0,0,0,1,0,1,0,0,1
100000,0,0,0,0,0,0,0,1,0,0,1
64470,0,0,0,0,0,0,0,0,0,0,1
51165,0,0,0,0,0,1,0,1,0,0,1
83720,0,0,0,0,0,0,0,0,0,0,1
5918,0,0,0,0,0,0,0,0,0,0,1
98614,0,0,0,0,0,0,0,0,0,0,1
24223,1,0,0,0,0,0,0,0,0,0,1
86141,1,0,0,0,0,0,0,1,0,0,1
33804,0,0,0,0,0,1,0,1,0,0,1
22903,1,0,0,0,0,1,0,0,0,0,1
75787,0,0,0,0,0,0,0,0,0,0,1
79844,0,0,0,0,0,1,0,1,0,0,1
28004,0,0,0,0,0,0,0,1,0,0,1
29988,0,0,0,0,0,0,0,1,0,0,1
20456,1,0,0,0,0,1,0,0,0,0,1
20467,1,0,0,0,0,0,0,0,0,0,1
35709,1,0,0,0,0,1,0,0,0,0,1
98565,1,0,0,0,0,1,0,1,0,0,1
65284,0,0,0,0,0,0,0,0,0,0,1
52769,0,0,0,0,0,0,0,0,0,0,1
50667,0,0,0,0,0,0,0,0,0,0,1
40357,0,0,0,0,0,1,0,1,0,0,1
66387,0,0,0,0,0,1,0,1,0,0,1
96981,0,0,0,0,0,0,0,0,0,0,1
25326,0,0,0,0,0,0,0,0,0,0,1
27688,0,0,0,0,0,1,0,1,0,0,1
81921,1,0,0,0,0,0,0,1,0,0,1
26971,0,0,0,0,0,0,0,0,0,0,1
50934,0,0,0,0,0,1,0,0,0,0,1
71403,1,0,0,0,0,1,0,1,0,0,1
82114,0,0,0,0,0,1,0,1,0,0,1
98482,1,0,0,0,0,1,0,1,0,0,1
56887,0,0,0,0,0,0,0,0,0,0,1
94533,0,0,0,0,0,0,0,0,0,0,1
66718,0,0,0,0,0,1,0,0,0,0,1
19580,0,0,0,0,0,1,0,0,0,0,1
47947,0,0,0,0,0,0,0,0,0,0,1
49530,1,0,0,0,0,1,0,1,0,0,1
77816,0,0,0,0,0,1,0,1,0,0,1
69998,0,0,0,0,0,1,0,1,0,0,1
68002,0,0,0,0,0,1,0,1,0,0,1
1936,0,0,0,0,0,0,0,0,0,0,1
92590,0,0,0,0,0,1,0,1,0,0,1
28567,0,0,0,0,0,0,0,0,0,0,1
91474,1,0,0,0,0,0,0,1,0,0,1
72484,0,0,0,0,0,0,0,0,0,0,1
76946,0,0,0,0,0,0,0,0,0,0,1
25743,0,0,0,0,0,0,0,0,0,0,1
13572,0,0,0,0,0,1,0,0,0,0,1
67318,0,0,0,0,0,1,0,0,0,0,1
34026,0,0,0,0,0,1,0,1,0,0,1
22282,0,0,0,0,0,1,0,0,0,0,1
99110,0,0,0,0,0,0,0,0,0,0,1
40530,1,0,0,0,0,1,0,0,0,0,1
87377,1,0,0,0,0,1,0,1,0,0,1
37931,1,0,0,0,0,1,0,1,0,0,1
99979,0,0,0,0,0,1,0,1,0,0,1
74080,0,0,0,0,0,0,0,0,0,0,1
75781,0,0,0,0,0,1,0,0,0,0,1
23036,0,0,0,0,0,0,0,0,0,0,1
25877,0,0,0,0,0,0,0,0,0,0,1
1304,1,0,0,0,0,0,0,0,0,0,1
29050,0,0,0,0,0,0,0,0,0,0,1
43023,0,0,0,0,0,0,0,0,0,0,1
44886,1,0,0,0,0,1,0,1,0,0,1
88238,0,0,0,0,0,1,0,1,0,0,1
39760,0,0,0,0,0,0,0,0,0,0,1
39015,0,0,0,0,0,0,0,0,0,0,1
66330,0,0,0,0,0,1,0,0,0,0,1
91324,0,0,0,0,0,0,0,0,0,0,1
51231,1,0,0,0,0,0,0,1,0,0,1
4780,0,0,0,0,0,0,0,1,0,0,1
52819,1,0,0,0,0,0,0,0,0,0,1
70603,0,0,0,0,0,0,0,0,0,0,1
66600,0,0,0,0,0,1,0,0,0,0,1
86259,0,0,0,0,0,0,0,0,0,0,1
10564,0,0,0,0,0,1,0,0,0,0,1
36587,0,0,0,0,0,1,0,0,0,0,1
45170,1,0,0,0,0,1,0,0,0,0,1
46812,0,0,0,0,0,0,0,0,0,0,1
68783,0,0,0,0,0,1,0,1,0,0,1
51005,1,0,0,0,0,0,0,0,0,0,1
99805,0,0,0,0,0,0,0,0,0,0,1
99912,1,0,0,0,0,0,0,1,0,0,1
1124,1,0,0,0,0,0,0,1,0,0,1
78708,0,0,0,0,0,0,0,0,0,0,1
9562,1,0,0,0,0,0,0,0,0,0,1
41956,0,0,0,0,0,1,0,1,0,0,1
70991,0,0,0,0,0,1,0,1,0,0,1
51775,0,0,0,0,0,1,0,0,0,0,1
18363,0,0,0,0,0,1,0,1,0,0,1
55919,0,0,0,0,0,0,0,0,0,0,1
98297,0,0,0,0,0,1,0,1,0,0,1
55185,1,0,0,0,0,1,0,1,0,0,1
10488,0,0,0,0,0,0,0,0,0,0,1
49720,0,0,0,0,0,0,0,0,0,0,1
57385,1,0,0,0,0,1,0,0,0,0,1
4686,0,0,0,0,0,0,0,1,0,0,1
87291,0,0,0,0,0,1,0,0,0,0,1
23660,0,0,0,0,0,0,0,0,0,0,1
53070,0,0,0,0,0,0,0,0,0,0,1
60906,0,0,0,0,0,1,0,1,0,0,1
13003,0,0,0,0,0,0,0,0,0,0,1
73135,0,0,0,0,0,1,0,1,0,0,1
23286,0,0,0,0,0,1,0,1,0,0,1
54320,1,0,0,0,0,1,0,1,0,0,1
32477,0,0,0,0,0,0,0,0,0,0,1
72708,0,0,0,0,0,0,0,0,0,0,1
69217,0,0,0,0,0,0,0,0,0,0,1
32342,1,0,0,0,0,1,0,1,0,0,1
44443,0,0,0,0,0,0,0,1,0,0,1
10975,0,0,0,0,0,1,0,1,0,0,1
57797,1,0,0,0,0,1,0,1,0,0,1
33983,0,0,0,0,0,0,0,0,0,0,1
42866,1,0,0,0,0,1,0,1,0,0,1
75334,0,0,0,0,0,0,0,0,0,0,1
25941,0,0,0,0,0,1,0,0,0,0,1
85116,1,0,0,0,0,1,0,0,0,0,1
694,0,0,0,0,0,1,0,0,0,0,1
59165,0,0,0,0,0,0,0,0,0,0,1
40797,1,0,0,0,0,0,0,1,0,0,1
76450,1,0,0,0,0,0,0,0,0,0,1
43265,0,0,0,0,0,0,0,0,0,0,1
4413,0,0,0,0,0,0,0,0,0,0,1
90298,0,0,0,0,0,1,0,1,0,0,1
28265,1,0,0,0,0,1,0,0,0,0,1
35339,0,0,0,0,0,0,0,0,0,0,1
24799,0,0,0,0,0,0,0,0,0,0,1
78526,0,0,0,0,0,1,0,0,0,0,1
66595,0,0,0,0,0,1,0,1,0,0,1
92438,0,0,0,0,0,0,0,0,0,0,1
20468,1,0,0,0,0,1,0,0,0,0,1
86743,0,0,0,0,0,1,0,1,0,0,1
68696,0,0,0,0,0,0,0,0,0,0,1
1796,0,0,0,0,0,0,0,0,0,0,1
11785,0,0,0,0,0,0,0,0,0,0,1
22963,1,0,0,0,0,0,0,1,0,0,1
72132,1,0,0,0,0,1,0,1,0,0,1
66224,0,0,0,0,0,0,0,0,0,0,1
13225,0,0,0,0,0,0,0,0,0,0,1
71181,0,0,0,0,0,1,0,0,0,0,1
13645,0,0,0,0,0,1,0,0,0,0,1
12235,0,0,0,0,0,1,0,1,0,0,1
81959,1,0,0,0,0,1,0,1,0,0,1
48837,0,0,0,0,0,1,0,1,0,0,1
7225,0,0,0,0,0,0,0,0,0,0,1
31440,0,0,0,0,0,1,0,1,0,0,1
88875,0,0,0,0,0,1,0,0,0,0,1
1742,0,0,0,0,0,0,0,0,0,0,1
57143,0,0,0,0,0,0,0,0,0,0,1
33498,1,0,0,0,0,1,0,1,0,0,1
1639,0,0,0,0,0,1,0,0,0,0,1
2151,1,0,0,0,0,0,0,0,0,0,1
97604,0,0,0,0,0,0,0,0,0,0,1
25477,1,0,0,0,0,1,0,1,0,0,1
7400,0,0,0,0,0,0,0,1,0,0,1
54045,0,0,0,0,0,0,0,0,0,0,1
75149,0,0,0,0,0,1,0,1,0,0,1
57851,0,0,0,0,0,0,0,0,0,0,1
76687,0,0,0,0,0,0,0,0,0,0,1
93048,0,0,0,0,0,1,0,1,0,0,1
30982,1,0,0,0,0,1,0,0,0,0,1
96413,0,0,0,0,0,0,0,0,0,0,1
22689,1,0,0,0,0,1,0,0,0,0,1
37553,0,0,0,0,0,1,0,1,0,0,1
84287,0,0,0,0,0,1,0,1,0,0,1
32298,0,0,0,0,0,1,0,1,0,0,1
69572,0,0,0,0,0,1,0,1,0,0,1
35863,0,0,0,0,0,1,0,1,0,0,1
80472,0,0,0,0,0,1,0,0,0,0,1
41960,0,0,0,0,0,1,0,0,0,0,1
44534,0,0,0,0,0,1,0,1,0,0,1
82242,0,0,0,0,0,0,0,0,0,0,1
57334,0,0,0,0,0,0,0,0,0,0,1
35169,0,0,0,0,0,1,0,1,0,0,1
43805,0,0,0,0,0,0,0,1,0,0,1
32575,1,0,0,0,0,0,0,1,0,0,1
67262,0,0,0,0,0,0,0,0,0,0,1
1535,0,0,0,0,0,0,0,1,0,0,1
78829,0,0,0,0,0,1,0,0,0,0,1
96297,0,0,0,0,0,0,0,0,0,0,1
67705,0,0,0,0,0,0,0,0,0,0,1
65709,0,0,0,0,0,1,0,0,0,0,1
97810,1,0,0,0,0,1,0,0,0,0,1
13684,0,0,0,0,0,0,0,0,0,0,1
46337,1,0,0,0,0,0,0,0,0,0,1
83172,0,0,0,0,0,1,0,0,0,0,1
18726,0,0,0,0,0,1,0,0,0,0,1
79787,0,0,0,0,0,1,0,1,0,0,1
60459,0,0,0,0,0,1,0,1,0,0,1
17366,0,0,0,0,0,0,0,0,0,0,1
39526,0,0,0,0,0,1,0,0,0,0,1
38361,0,0,0,0,0,0,0,0,0,0,1
88117,0,0,0,0,0,0,0,0,0,0,1
60133,0,0,0,0,0,1,0,1,0,0,1
52054,0,0,0,0,0,1,0,0,0,0,1
33505,0,0,0,0,0,0,0,0,0,0,1
96767,0,0,0,0,0,1,0,1,0,0,1
12894,0,0,0,0,0,1,0,0,0,0,1
70530,0,0,0,0,0,0,0,0,0,0,1
73916,1,0,0,0,0,1,0,1,0,0,1
39054,0,0,0,0,0,1,0,1,0,0,1
89528,0,0,0,0,0,0,0,0,0,0,1
86716,0,0,0,0,0,1,0,1,0,0,1
26339,1,0,0,0,0,1,0,0,0,0,1
91991,0,0,0,0,0,1,0,1,0,0,1
82237,0,0,0,0,0,1,0,0,0,0,1
73568,0,0,0,0,0,0,0,0,0,0,1
76988,1,0,0,0,0,1,0,0,0,0,1
26161,0,0,0,0,0,0,0,0,0,0,1
44356,1,0,0,0,0,0,0,0,0,0,1
42101,0,0,0,0,0,0,0,0,0,0,1
79135,0,0,0,0,0,1,0,1,0,0,1
82657,0,0,0,0,0,1,0,1,0,0,1
20967,1,0,0,0,0,1,0,0,0,0,1
96152,0,0,0,0,0,0,0,0,0,0,1
51533,0,0,0,0,0,0,0,1,0,0,1
46206,0,0,0,0,0,0,0,0,0,0,1
97226,1,0,0,0,0,1,0,1,0,0,1
2400,1,0,0,0,0,1,0,0,0,0,1
12044,1,0,0,0,0,1,0,0,0,0,1
15464,1,0,0,0,0,1,0,1,0,0,1
32179,0,0,0,0,0,0,0,0,0,0,1
35476,1,0,0,0,0,1,0,1,0,0,1
79918,1,0,0,0,0,1,0,1,0,0,1
23913,0,0,0,0,0,0,0,0,0,0,1
78682,0,0,0,0,0,0,0,0,0,0,1
1510,0,0,0,0,0,1,0,1,0,0,1
37112,0,0,0,0,0,1,0,1,0,0,1
77495,0,0,0,0,0,1,0,0,0,0,1
92578,0,0,0,0,0,0,0,0,0,0,1
23895,1,0,0,0,0,1,0,0,0,0,1
87183,0,0,0,0,0,1,0,1,0,0,1
5914,0,0,0,0,0,0,0,0,0,0,1
6334,0,0,0,0,0,0,0,0,0,0,1
4619,0,0,0,0,0,1,0,1,0,0,1
8620,1,0,0,0,0,1,0,0,0,0,1
27702,1,0,0,0,0,0,0,1,0,0,1
2039,0,0,0,0,0,0,0,0,0,0,1
98385,0,0,0,0,0,1,0,1,0,0,1
54539,1,0,0,0,0,0,0,0,0,0,1
22949,0,0,0,0,0,0,0,0,0,0,1
76760,0,0,0,0,0,0,0,0,0,0,1
61178,0,0,0,0,0,1,0,1,0,0,1
1794,0,0,0,0,0,0,0,0,0,0,1
53199,0,0,0,0,0,0,0,0,0,0,1
2721,0,0,0,0,0,1,0,0,0,0,1
23935,0,0,0,0,0,0,0,0,0,0,1
17769,0,0,0,0,0,0,0,0,0,0,1
7101,0,0,0,0,0,1,0,0,0,0,1
30323,1,0,0,0,0,1,0,1,0,0,1
69436,0,0,0,0,0,0,0,0,0,0,1
69395,0,0,0,0,0,0,0,0,0,0,1
95008,0,0,0,0,0,0,0,0,0,0,1
63973,0,0,0,0,0,1,0,0,0,0,1
84101,0,0,0,0,0,1,0,1,0,0,1
32191,1,0,0,0,0,1,0,1,0,0,1
10224,0,0,0,0,0,0,0,1,0,0,1
751,0,0,0,0,0,1,0,1,0,0,1
67346,0,0,0,0,0,1,0,0,0,0,1
4047,0,0,0,0,0,1,0,0,0,0,1
26333,0,0,0,0,0,1,0,1,0,0,1
31301,0,0,0,0,0,0,0,0,0,0,1
43489,0,0,0,0,0,0,0,0,0,0,1
37926,1,0,0,0,0,1,0,1,0,0,1
56414,0,0,0,0,0,1,0,0,0,0,1
46000,0,0,0,0,0,1,0,1,0,0,1
42481,1,0,0,0,0,1,0,0,0,0,1
72832,0,0,0,0,0,1,0,1,0,0,1
58356,0,0,0,0,0,0,0,0,0,0,1
29218,0,0,0,0,0,1,0,1,0,0,1
42349,1,0,0,0,0,1,0,1,0,0,1
98585,0,0,0,0,0,0,0,0,0,0,1
31295,0,0,0,0,0,0,0,0,0,0,1
23263,0,0,0,0,0,1,0,1,0,0,1
92524,0,0,0,0,0,1,0,1,0,0,1
36345,0,0,0,0,0,0,0,0,0,0,1
21238,0,0,0,0,0,0,0,0,0,0,1
70390,1,0,0,0,0,0,0,0,0,0,1
71561,0,0,0,0,0,1,0,1,0,0,1
33323,0,0,0,0,0,0,0,0,0,0,1
24651,0,0,0,0,0,0,0,0,0,0,1
78894,0,0,0,0,0,0,0,0,0,0,1
1422,0,0,0,0,0,1,0,0,0,0,1
96082,1,0,0,0,0,0,0,0,0,0,1
70175,0,0,0,0,0,1,0,1,0,0,1
71669,1,0,0,0,0,0,0,1,0,0,1
37689,0,0,0,0,0,0,0,0,0,0,1
68061,0,0,0,0,0,1,0,0,0,0,1
20093,0,0,0,0,0,0,0,0,0,0,1
10088,1,0,0,0,0,1,0,0,0,0,1
90168,0,0,0,0,0,1,0,0,0,0,1
12837,1,0,0,0,0,1,0,1,0,0,1
92104,0,0,0,0,0,1,0,1,0,0,1
87983,0,0,0,0,0,0,0,0,0,0,1
81332,0,0,0,0,0,1,0,1,0,0,1
45028,0,0,0,0,0,0,0,0,0,0,1
42068,0,0,0,0,0,1,0,0,0,0,1
93133,0,0,0,0,0,1,0,1,0,0,1
87162,1,0,0,0,0,1,0,1,0,0,1
64283,0,0,0,0,0,1,0,0,0,0,1
38064,0,0,0,0,0,0,0,0,0,0,1
76118,0,0,0,0,0,1,0,0,0,0,1
38713,0,0,0,0,0,0,0,0,0,0,1
89334,0,0,0,0,0,1,0,1,0,0,1
81033,0,0,0,0,0,0,0,0,0,0,1
95199,0,0,0,0,0,1,0,1,0,0,1
48022,0,0,0,0,0,0,0,1,0,0,1
63108,0,0,0,0,0,1,0,0,0,0,1
43522,1,0,0,0,0,0,0,0,0,0,1
22026,0,0,0,0,0,1,0,1,0,0,1
88703,0,0,0,0,0,0,0,0,0,0,1
46052,0,0,0,0,0,1,0,1,0,0,1
56753,0,0,0,0,0,0,0,0,0,0,1
92525,0,0,0,0,0,1,0,1,0,0,1
48735,1,0,0,0,0,1,0,0,0,0,1
95286,0,0,0,0,0,1,0,1,0,0,1
36256,1,0,0,0,0,1,0,0,0,0,1
18872,1,0,0,0,0,1,0,0,0,0,1
37382,0,0,0,0,0,1,0,0,0,0,1
98446,0,0,0,0,0,1,0,0,0,0,1
27110,0,0,0,0,0,0,0,0,0,0,1
78564,0,0,0,0,0,0,0,0,0,0,1
76561,0,0,0,0,0,0,0,0,0,0,1
88134,0,0,0,0,0,0,0,0,0,0,1
43742,0,0,0,0,0,0,0,1,0,0,1
4993,0,0,0,0,0,1,0,0,0,0,1
72453,0,0,0,0,0,1,0,1,0,0,1
98432,0,0,0,0,0,0,0,0,0,0,1
38397,0,0,0,0,0,1,0,1,0,0,1
90428,0,0,0,0,0,1,0,0,0,0,1
26182,0,0,0,0,0,0,0,0,0,0,1
47858,0,0,0,0,0,0,0,0,0,0,1
93730,0,0,0,0,0,0,0,0,0,0,1
56895,0,0,0,0,0,0,0,0,0,0,1
41927,0,0,0,0,0,1,0,1,0,0,1
42418,1,0,0,0,0,0,0,0,0,0,1
37963,0,0,0,0,0,0,0,0,0,0,1
9044,1,0,0,0,0,0,0,0,0,0,1
67641,0,0,0,0,0,0,0,0,0,0,1
78737,0,0,0,0,0,1,0,0,0,0,1
84901,0,0,0,0,0,1,0,1,0,0,1
54324,0,0,0,0,0,0,0,0,0,0,1
95634,0,0,0,0,0,1,0,1,0,0,1
52252,0,0,0,0,0,1,0,0,0,0,1
33531,0,0,0,0,0,1,0,1,0,0,1
96499,1,0,0,0,0,0,0,0,0,0,1
88439,0,0,0,0,0,0,0,0,0,0,1
15539,0,0,0,0,0,0,0,0,0,0,1
32849,1,0,0,0,0,0,0,1,0,0,1
82271,0,0,0,0,0,0,0,0,0,0,1
40702,0,0,0,0,0,1,0,1,0,0,1
42784,0,0,0,0,0,0,0,1,0,0,1
44270,0,0,0,0,0,0,0,0,0,0,1
55703,0,0,0,0,0,0,0,0,0,0,1
95327,0,0,0,0,0,1,0,1,0,0,1
67573,0,0,0,0,0,1,0,0,0,0,1
16944,1,0,0,0,0,1,0,0,0,0,1
95734,0,0,0,0,0,0,0,0,0,0,1
32540,0,0,0,0,0,1,0,1,0,0,1
32200,0,0,0,0,0,0,0,0,0,0,1
87579,0,0,0,0,0,0,0,0,0,0,1
45266,0,0,0,0,0,0,0,0,0,0,1
20327,0,0,0,0,0,1,0,1,0,0,1
1471,0,0,0,0,0,1,0,0,0,0,1
28949,0,0,0,0,0,0,0,0,0,0,1
33699,0,0,0,0,0,1,0,1,0,0,1
71302,0,0,0,0,0,0,0,0,0,0,1
14848,0,0,0,0,0,0,0,0,0,0,1
71072,0,0,0,0,0,0,0,0,0,0,1
7649,0,0,0,0,0,1,0,1,0,0,1
72155,1,0,0,0,0,0,0,0,0,0,1
64385,0,0,0,0,0,1,0,1,0,0,1
5647,0,0,0,0,0,0,0,1,0,0,1
29711,1,0,0,0,0,1,0,1,0,0,1
99846,1,0,0,0,0,0,0,0,0,0,1
51531,0,0,0,0,0,0,0,1,0,0,1
89651,0,0,0,0,0,1,0,1,0,0,1
39729,1,0,0,0,0,0,0,1,0,0,1
33141,0,0,0,0,0,0,0,0,0,0,1
1448,0,0,0,0,0,0,0,0,0,0,1
10221,0,0,0,0,0,1,0,0,0,0,1
19304,0,0,0,0,0,1,0,1,0,0,1
59063,0,0,0,0,0,1,0,1,0,0,1
54617,0,0,0,0,0,1,0,1,0,0,1
35755,0,0,0,0,0,0,0,0,0,0,1
15339,0,0,0,0,0,1,0,0,0,0,1
69253,0,0,0,0,0,1,0,0,0,0,1
88817,0,0,0,0,0,0,0,0,0,0,1
2718,0,0,0,0,0,0,0,0,0,0,1
78103,0,0,0,0,0,0,0,1,0,0,1
5501,0,0,0,0,0,1,0,0,0,0,1
14103,0,0,0,0,0,1,0,1,0,0,1
